Name,Link,RecipeType,TotalTimeMin,IsFreezable,Rating,ImageLink
Pandekager,https://www.arla.dk/opskrifter/pandekager/,Dessert,30,False,78,https://images.arla.com/recordid/9FD637FD-76C8-4114-9A0780F8A0CA21B8/pandekager.jpg
Kartoffelsalat,https://www.arla.dk/opskrifter/kold-kartoffelsalat/,Tilbehoer,60,False,72,https://cdn-rdb.arla.com/Files/arla-dk/4286252817/adaaef09-0d3b-445b-9f9d-32b9096ec77c.jpg
Hyldeblomstsaft,https://www.arla.dk/opskrifter/hyldeblomstsaft/,Unknown,30,False,88,https://images.arla.com/recordid/02EA1013-CDF2-456A-9991A52B202798DE/hyldeblomstsaft.jpg
Grøn kartoffelsalat,https://www.arla.dk/opskrifter/gron-kartoffelsalat/,Tilbehoer,45,False,88,https://images.arla.com/recordid/8AE616C0-5D59-4716-BD379E527DC09A30/gron-kartoffelsalat.jpg
Koldskål,https://www.arla.dk/opskrifter/koldskal/,Mellemmaaltid,15,False,80,https://images.arla.com/recordid/6DA8888C-ADBA-49D3-82F461E64C0C9B20/koldskal.jpg
Banankage,https://www.arla.dk/opskrifter/banankage/,Unknown,60,True,84,https://images.arla.com/recordid/CA92F1CA-D65F-4128-A0D63E2D9DF1690E/banankage.jpg
Nem chokoladekage i bradepande,https://www.arla.dk/opskrifter/nem-chokoladekage-i-bradepande/,Dessert,60,False,82,https://cdn-rdb.arla.com/Files/arla-dk/2347454435/6651a12a-c6d7-47ff-ba89-7b4f8e7dbbaa.jpg
Cookies,https://www.arla.dk/opskrifter/cookies/,Unknown,45,True,88,https://images.arla.com/recordid/5BF02738-8A2C-412D-99C7BBEE1C96F4AA/cookies.jpg
Snobrød,https://www.arla.dk/opskrifter/snobrod/,Unknown,60,False,76,https://images.arla.com/recordid/A1AA2353-5B07-4A06-A15E17EF5A706068/snobrod.jpg
Drømmekage fra Brovst,https://www.arla.dk/opskrifter/drommekage-fra-brovst/,Unknown,45,True,82,https://images.arla.com/recordid/c6c1f18f6dca46d4806da6e400fad604/drommekage-fra-brovst.jpg
Kylling i karry,https://www.arla.dk/opskrifter/kylling-i-karry/,Hovedret,45,False,82,https://images.arla.com/recordid/C96408DF-3A2C-454F-BFEF331A6CA63C30/kylling-i-karry.jpg
Focaccia brød,https://www.arla.dk/opskrifter/focaccia-brod/,Unknown,60,True,80,https://images.arla.com/recordid/753ADD0F-A6D3-407A-9BF24D9CBB498A40/focaccia-brod.jpg
Pølsehorn,https://www.arla.dk/opskrifter/polsehorn/,Mellemmaaltid,60,False,78,https://images.arla.com/recordid/1ab0838c6c7347f3ab9dabd000896320/polsehorn.jpg
Svensk pølseret,https://www.arla.dk/opskrifter/svensk-polseret/,Hovedret,30,False,82,https://cdn-rdb.arla.com/Files/arla-dk/304126225/45c5c3eb-ab7a-47be-aa15-040c05d9df6f.jpg
Pizzasnegle med skinke,https://www.arla.dk/opskrifter/pizzasnegle-med-skinke/,Frokost,60,True,76,https://cdn-rdb.arla.com/Files/arla-dk/2944811963/3254c4cf-9039-4aef-a44e-ad8701a9cc69.jpg
Rabarberkage,https://www.arla.dk/opskrifter/rabarberkage-i-bradepande/,Unknown,60,False,74,https://images.arla.com/recordid/5395297D-7B49-4B3D-B36E2D7E39E0660D/rabarberkage-i-bradepande.jpg
Hytteost-dip,https://www.arla.dk/opskrifter/hytteost-dip/,Tilbehoer,10,False,86,https://images.arla.com/recordid/F4BA4E03-59ED-411D-9A06FD359BF3D4E1/hytteost-dip.jpg
Persillesovs,https://www.arla.dk/opskrifter/persillesovs/,Tilbehoer,15,False,84,https://images.arla.com/recordid/B7AA8946-01AD-4472-8B394B2F36C07C75/persillesovs.jpg
Fødselsdagsboller,https://www.arla.dk/opskrifter/fodselsdagsboller/,Unknown,60,True,78,https://cdn-rdb.arla.com/Files/arla-dk/358083707/1724ee25-2378-445b-a518-884d72dcf176.jpg
Koldskål - laktosefri,https://www.arla.dk/opskrifter/koldskal---laktosefri/,Dessert,20,False,98,https://images.arla.com/recordid/5DE14E2D-B48B-4C88-885505EB7669F3D7/koldskal---laktosefri.jpg
Jordbærtærte,https://www.arla.dk/opskrifter/jordbartarte/,Dessert,60,False,78,https://cdn-rdb.arla.com/Files/arla-dk/4018012895/14931aec-336e-4d34-9c48-1dccd98da136.jpg
Jordbærkage,https://www.arla.dk/opskrifter/jordbarkage/,Unknown,60,False,80,https://cdn-rdb.arla.com/Files/arla-dk/4103692131/c157be31-35b6-473e-bde6-770e0c671150.jpg
Broccolisalat,https://www.arla.dk/opskrifter/broccolisalat/,Frokost,45,False,76,https://cdn-rdb.arla.com/Files/arla-dk/2761282397/856af7f9-ea72-481c-8ffa-4b98da5d12a2.jpg
Syltede rødløg,https://www.arla.dk/opskrifter/syltede-rodlog/,Tilbehoer,15,False,78,https://images.arla.com/recordid/A9E4AF6C-C812-43FB-9B6940CFECE26E28/syltede-rodlog.jpg
Rabarbertærte med smuldredej,https://www.arla.dk/opskrifter/rabarbertarte-med-smuldredej/,Dessert,60,False,74,https://cdn-rdb.arla.com/Files/arla-dk/363338122/fe42c204-ebb7-46dd-87b6-5faef351a0e2.jpg
Den du ved nok,https://www.arla.dk/opskrifter/den-du-ved-nok/,Unknown,45,True,74,https://cdn-rdb.arla.com/Files/arla-dk/2180732325/3a5ac280-545a-49da-b5e8-9ab537128e50.JPG
Rabarbercrumble,https://www.arla.dk/opskrifter/rabarber-crumble/,Dessert,45,False,76,https://images.arla.com/recordid/58FA14B0-5A5D-4EFC-B895542540BE1874/rabarber-crumble.jpg
Hvide asparges med brunet smør,https://www.arla.dk/opskrifter/hvide-asparges-med-brunet-smor/,Forret,0,False,88,https://images.arla.com/recordid/ECD63083-0D02-4D01-A6806F831862DA66/hvide-asparges-med-brunet-smor.jpg
Kartoffelsalat med radiser og nye kartofler,https://www.arla.dk/opskrifter/kartoffelsalat/,Tilbehoer,45,False,84,https://images.arla.com/recordid/272C41CB-12CC-4D52-B8429CF0AB8E04DE/kartoffelsalat.jpg
Millionbøf,https://www.arla.dk/opskrifter/millionbof/,Hovedret,35,True,80,https://images.arla.com/recordid/54cca3456ccf44b088adaa24008111ef/millionbof.jpg
Spaghetti Carbonara,https://www.arla.dk/opskrifter/spaghetti-carbonara/,Hovedret,45,False,76,https://cdn-rdb.arla.com/Files/arla-dk/3655343868/14257880-a182-473a-92d2-b5a1e18df7db.jpg
Vafler,https://www.arla.dk/opskrifter/vafler/,Dessert,45,True,76,https://images.arla.com/recordid/3C9C9CB8-E95B-48EE-8E38519E651D570C/vafler.jpg
Pizzadej,https://www.arla.dk/opskrifter/pizzadej/,Unknown,60,True,74,https://images.arla.com/recordid/673C73AC-7094-4BA7-A84B482CEA756FE5/pizzadej.jpg
Tzatziki,https://www.arla.dk/opskrifter/tzatziki/,Tilbehoer,60,False,72,https://images.arla.com/recordid/6FFE6AA4-4A7E-414A-ABA20C5466AE50EE/tzatziki.jpg
Flæskesteg med sprød svær,https://www.arla.dk/opskrifter/flaskesteg-med-sprod-svar/,Unknown,60,False,84,https://images.arla.com/recordid/8469e188094f4c749b88ac5d00cbccd1/flaskesteg-med-sprod-svar.jpg
Lasagne italienne,https://www.arla.dk/opskrifter/lasagne-italienne/,Hovedret,60,True,78,https://cdn-rdb.arla.com/Files/arla-dk/3235697907/e2c1c4da-5643-4653-85e1-a0e4ff17ebd4.jpg
Bananmuffins med chokolade,https://www.arla.dk/opskrifter/bananmuffins-med-chokolade/,Unknown,45,True,84,https://images.arla.com/recordid/C7C76409-F1EC-4242-83D89981FD70C09C/bananmuffins-med-chokolade.jpg
Rabarberkompot,https://www.arla.dk/opskrifter/rabarberkompot/,Tilbehoer,20,False,90,https://images.arla.com/recordid/542bd312cb5442348d43aa46007eae4e/rabarberkompot.jpg
Sommersalat med jordbær,https://www.arla.dk/opskrifter/sommersalat-med-jordbar/,Tilbehoer,30,False,74,https://cdn-rdb.arla.com/Files/arla-dk/1012735256/74e1dae7-4a90-4191-b196-901d8a9d2bd0.jpg
Jordbærgrød,https://www.arla.dk/opskrifter/jordbargrod/,Dessert,15,False,74,https://cdn-rdb.arla.com/Files/arla-dk/2542838142/f84457db-7599-4705-ad0a-a07b8c8b5528.jpg
Kanelsnegle,https://www.arla.dk/opskrifter/kanelsnegle/,Unknown,60,True,82,https://images.arla.com/recordid/44366AFD-10A6-4EA1-B27D12D819AEBEB7/kanelsnegle.jpg
Nemme kernestykker med ske,https://www.arla.dk/opskrifter/nemme-kernestykker-med-ske/,Unknown,60,True,92,https://images.arla.com/recordid/7EEA7E6F-FF13-4838-B8949BA7E296814C/nemme-kernestykker-med-ske.jpg
Bruschetta,https://www.arla.dk/opskrifter/bruschetta/,Tilbehoer,20,False,82,https://images.arla.com/recordid/18C2D09C-3E5D-4DD1-A855234EEC42CE5F/bruschetta.jpg
Frikadeller,https://www.arla.dk/opskrifter/frikadeller/,Madpakke,45,True,70,https://images.arla.com/recordid/1D4D84DC-7BA7-49C2-B1124EC84DB64AC6/frikadeller.jpg
Boller i karry,https://www.arla.dk/opskrifter/boller-i-karry/,Hovedret,45,True,76,https://images.arla.com/recordid/93F528CC-1BBF-4CAE-867024DBEB3AC591/boller-i-karry.jpg
Wok med kylling nudler og grøntsager,https://www.arla.dk/opskrifter/wok-med-kylling-nudler-og-grontsager/,Hovedret,30,False,78,https://images.arla.com/recordid/7234e6ea01294361bdc5ac2b00a5c4c6/wok-med-kylling-nudler-og-grontsager.jpg
Kagecreme,https://www.arla.dk/opskrifter/kagecreme/,Unknown,0,False,76,https://images.arla.com/recordid/9B6DC36C-C68D-4EC0-84738137D7DA98AE/kagecreme.jpg
Chokolademuffins,https://www.arla.dk/opskrifter/chokolademuffins/,Unknown,45,True,80,https://images.arla.com/recordid/F172F8F5-CE03-4042-99DD52FAF183C516/chokolademuffins.jpg
Flødekartofler,https://www.arla.dk/opskrifter/flodekartofler/,Tilbehoer,60,False,72,https://images.arla.com/recordid/DC6BB0B1-1166-4CC6-9FDBF282217B696D/flodekartofler.jpg
Falafler - af kikærter fra dåse,https://www.arla.dk/opskrifter/falafler---af-kikarter-fra-dase/,Unknown,30,True,72,https://images.arla.com/recordid/9B400562-DD5E-44FD-9796716B48727C78/falafler---af-kikarter-fra-dase.jpg
Vandmelonsalat,https://www.arla.dk/opskrifter/salat-med-vandmelon-og-hvid-ost/,Tilbehoer,15,False,66,https://images.arla.com/recordid/4BFF626F-8D52-46F8-B2C8D6F2F1924478/salat-med-vandmelon-og-hvid-ost.jpg
Blødkogt æg,https://www.arla.dk/opskrifter/blodkogt-ag/,Morgenmad,10,False,68,https://cdn-rdb.arla.com/Files/arla-dk/2733307291/a8a21f6f-c917-4a22-bf16-4a24be3ebd0d.jpg
Pastasalat,https://www.arla.dk/opskrifter/pastasalat/,Hovedret,30,False,66,https://images.arla.com/recordid/2dd149abcdb141a59781aafd00800c28/pastasalat.jpg
Rabarbertrifli,https://www.arla.dk/opskrifter/rabarbertrifli/,Dessert,60,False,72,https://cdn-rdb.arla.com/Files/arla-dk/3423913546/c67221cf-e902-41f2-89bd-e22923d6b2ff.JPG
Citronkage,https://www.arla.dk/opskrifter/citronkage/,Unknown,0,True,82,https://images.arla.com/recordid/442A52F1-E445-49EA-BF5C9287F262039E/citronkage.jpg
Chili con carne med oksekød bønner og cremefraiche,https://www.arla.dk/opskrifter/chili-con-carne/,Hovedret,30,True,72,https://images.arla.com/recordid/4EB82374-7176-4780-A920EA8ABD9F3CD4/chili-con-carne.jpg
Bagekartofler,https://www.arla.dk/opskrifter/bagekartofler-basis/,Tilbehoer,60,False,90,https://images.arla.com/recordid/055CDD95-F6E7-45D9-B5598EC6D42C32C6/bagekartofler-basis.jpg
Skinkestang,https://www.arla.dk/opskrifter/skinkestang/,Frokost,60,True,80,https://cdn-rdb.arla.com/Files/arla-dk/1145587101/65eceb60-6340-4881-8d95-a49363ccccb1.jpg
Pommes frites i airfryer,https://www.arla.dk/opskrifter/pommes-frites-i-airfryer/,Tilbehoer,0,False,80,https://images.arla.com/recordid/CBF681BB-AE11-4262-918DF41F117929FE/pommes-frites-i-airfryer.jpg
Hindbærsnitter,https://www.arla.dk/opskrifter/hindbarsnitter-som-mormor-lavede-dem/,Unknown,60,False,82,https://images.arla.com/recordid/390c9448c7b748aba9dcab6b00a3f4f3/hindbarsnitter-som-mormor-lavede-dem.jpg
Tunfiskemousse,https://www.arla.dk/opskrifter/tunfiskemousse/,Unknown,60,True,80,https://images.arla.com/recordid/53C2928D-8655-4E98-B3C605AAF8CC473D/tunfiskemousse.jpg
Forloren hare,https://www.arla.dk/opskrifter/forloren-hare/,Hovedret,60,False,72,https://images.arla.com/recordid/A8CDB845-21EE-4CA1-B6068B392AFF0F98/forloren-hare.jpg
Pavlova,https://www.arla.dk/opskrifter/pavlova/,Dessert,60,False,80,https://cdn-rdb.arla.com/Files/arla-dk/2329369422/723a46c4-98c5-424b-b651-98c702cff001.JPG
Hjemmelavet flødeis,https://www.arla.dk/opskrifter/hjemmelavet-flodeis/,Dessert,60,True,80,https://images.arla.com/recordid/d1a186e467f9436fa723aa4200c60eb7/hjemmelavet-flodeis.jpg
Citronfromage,https://www.arla.dk/opskrifter/citronfromage/,Dessert,60,True,82,https://cdn-rdb.arla.com/Files/arla-dk/606754000/9c9b09e3-2b0d-4f5e-b59b-99040d208e23.jpg
Karbonader med ærter og gulerødder,https://www.arla.dk/opskrifter/karbonader-med-arter-og-gulerodder/,Hovedret,30,False,74,https://images.arla.com/recordid/FAA412B0-F930-4AD0-862BC963AB6C9DEA/karbonader-med-arter-og-gulerodder.jpg
Butter chicken,https://www.arla.dk/opskrifter/butter-chicken/,Hovedret,60,False,84,https://images.arla.com/recordid/52C482AC-DA5E-4B49-ACFBBAB2390113B6/butter-chicken.jpg
Pizza Bianco,https://www.arla.dk/opskrifter/pizza-bianco/,Hovedret,60,False,96,https://images.arla.com/recordid/3F29085F-5445-4568-BB85DA2346E0363B/pizza-bianco.jpg
Kartoffelpizza,https://www.arla.dk/opskrifter/kartoffelpizza/,Hovedret,30,False,78,https://images.arla.com/recordid/22E3122A-8159-43E9-938F61ADAC37AAF6/kartoffelpizza.jpg
Havregrød,https://www.arla.dk/opskrifter/havregrod/,Morgenmad,15,False,72,https://cdn-rdb.arla.com/Files/arla-dk/2330284990/52654b94-ffed-414d-8610-732f1e7b396b.jpg
Amerikanske pandekager,https://www.arla.dk/opskrifter/amerikanske-pandekager/,Dessert,30,True,76,https://cdn-rdb.arla.com/Files/arla-dk/336323894/e239087a-5863-4030-a591-74c0c34facdc.jpg
Spidskålssalat,https://www.arla.dk/opskrifter/spidskalssalat/,Tilbehoer,20,False,86,https://images.arla.com/recordid/27a1ab5c7565434e8bd6ac5d00cbbc57/spidskalssalat.jpg
Pasta med kødsauce,https://www.arla.dk/opskrifter/pasta-med-kodsauce/,Hovedret,30,True,76,https://cdn-rdb.arla.com/Files/arla-dk/1644261574/888a1184-f453-402e-8f63-020b11281b4e.jpg
Burrata salat,https://www.arla.dk/opskrifter/burrata-salat/,Unknown,10,False,68,https://images.arla.com/recordid/9C656BB9-D409-4F11-9C8D4BF9CB943991/burrata-salat.jpg
Dalgona kaffe,https://www.arla.dk/opskrifter/dalgona-kaffe/,Unknown,10,False,86,https://cdn-rdb.arla.com/Files/arla-dk/2056473294/0e7b8e13-db9d-4882-bc04-b92cebcebf33.jpg
Gulerodskage med flødeostcreme,https://www.arla.dk/opskrifter/gulerodskage-med-flodeostcreme/,Unknown,60,True,78,https://images.arla.com/recordid/a6699400ddc44ae888edaafd008017bb/gulerodskage-med-flodeostcreme.jpg
Pandekager uden æg,https://www.arla.dk/opskrifter/pandekager-uden-ag/,Dessert,30,False,68,https://cdn-rdb.arla.com/Files/arla-dk/3084358058/2b16913a-ffa1-46d2-adae-2119b20adda5.jpg
Rabarbermuffins med hvid chokolade og mandler,https://www.arla.dk/opskrifter/rabarbermuffins-med-hvid-chokolade-og-mandler/,Mellemmaaltid,45,True,76,https://images.arla.com/recordid/f8fc07b1e40d40caa3faa6e900dca734/rabarbermuffins-med-hvid-chokolade-og-mandler.jpg
Guacamole,https://www.arla.dk/opskrifter/guacamole/,Tilbehoer,15,False,70,https://images.arla.com/recordid/E2847916-40EA-42B5-9653ED0421741D33/guacamole.jpg
Coleslaw,https://www.arla.dk/opskrifter/coleslaw/,Tilbehoer,45,False,66,https://images.arla.com/recordid/08d521c96ce94bf99be1ab8000da7743/coleslaw.jpg
Mormordressing,https://www.arla.dk/opskrifter/mormordressing/,Tilbehoer,15,False,86,https://cdn-rdb.arla.com/Files/arla-dk/1497448419/3a46a7c5-3787-4de9-bef1-30886d98631a.jpg
Råcreme,https://www.arla.dk/opskrifter/racreme/,Tilbehoer,10,False,78,https://images.arla.com/recordid/9D8F8DEA-D2C3-45EB-9B2BD3888F3BDFE3/racreme.jpg
Æggekage,https://www.arla.dk/opskrifter/aggekage/,Hovedret,45,False,80,https://images.arla.com/recordid/54bce63c7c5f4c949db8a9110072a6fe/aggekage.jpg
Omelet i airfryer,https://www.arla.dk/opskrifter/omelet-i-airfryer/,Frokost,15,False,82,https://images.arla.com/recordid/9B1CCF89-7E72-4D23-AAED91E7CB7885B5/omelet-i-airfryer.jpg
Grillet spidskål,https://www.arla.dk/opskrifter/grillet-spidskal/,Tilbehoer,0,False,84,https://images.arla.com/recordid/773FBD9D-8A1F-40CA-94773DC01FDA41C2/grillet-spidskal.jpg
Brownies,https://www.arla.dk/opskrifter/brownies/,Unknown,60,True,82,https://images.arla.com/recordid/428B5224-99DE-43DA-B383BD2C9912E946/brownies.jpg
Rabarbergrød,https://www.arla.dk/opskrifter/rabarbergrod/,Dessert,30,False,84,https://cdn-rdb.arla.com/Files/arla-dk/1978474816/d99f8fe0-2957-440f-91bb-3e3cd22a49de.jpg
Smørcreme,https://www.arla.dk/opskrifter/smorcreme/,Unknown,0,False,84,https://cdn-rdb.arla.com/Files/arla-dk/2643978985/a7f129b8-6fc8-41f0-92bb-a26dae14b25c.jpg
Iskaffe,https://www.arla.dk/opskrifter/iskaffe/,Unknown,5,False,74,https://images.arla.com/recordid/850e7b0f1cd24d28b27faa2d009a11a6/iskaffe.jpg
Frosting,https://www.arla.dk/opskrifter/frosting/,Unknown,15,False,78,https://images.arla.com/recordid/a73f7de00b654363bc23aaca00795a06/frosting.jpg
Sommerkage med friske bær,https://www.arla.dk/opskrifter/svensk-sommerkage-med-friske-bar/,Dessert,60,False,72,https://cdn-rdb.arla.com/Files/arla-dk/2711748912/63e48d3f-2180-4706-8f01-929f441de5bb.jpg
Marineret mørbrad,https://www.arla.dk/opskrifter/marineret-morbrad/,Hovedret,60,False,80,https://images.arla.com/recordid/B7E74FBC-D36D-48A3-80B2D6DF71CD24FB/marineret-morbrad.jpg
Bananpandekager,https://www.arla.dk/opskrifter/bananpandekager/,Mellemmaaltid,30,False,76,https://images.arla.com/recordid/098A9D35-E6E8-4370-9D17D8E2C5AD7055/bananpandekager.jpg
Tomatsalat med hvid ost og oliven,https://www.arla.dk/opskrifter/tomatsalat-med-hvid-ost-og-oliven/,Tilbehoer,15,False,70,https://images.arla.com/recordid/4BB26EBD-486D-4D49-B0EE24A4F4B5B64A/tomatsalat-med-hvid-ost-og-oliven.jpg
Havregrynskugler - de nemme,https://www.arla.dk/opskrifter/havregrynskugler---de-nemme-/,Unknown,15,False,84,https://cdn-rdb.arla.com/Files/arla-dk/2783587278/63cd5fee-82b4-4177-b834-d14e2103d520.jpg
Naanbrød,https://www.arla.dk/opskrifter/indisk-naanbrod/,Tilbehoer,20,False,84,https://images.arla.com/recordid/9AC62242-624F-464C-921B67682424995B/indisk-naanbrod.jpg
Koldhævet pizzadej,https://www.arla.dk/opskrifter/koldhavet-pizzadej/,Unknown,60,False,92,https://images.arla.com/recordid/BF7522C9-0461-47D9-9303BFE85BBBEC60/koldhavet-pizzadej.jpg
Mazarinkage,https://www.arla.dk/opskrifter/mazarinkage/,Unknown,0,True,82,https://cdn-rdb.arla.com/Files/arla-dk/3619410796/4747dfe0-ebbc-4f06-9e68-1ae4cf98c434.jpg
White russian,https://www.arla.dk/opskrifter/white-russian/,Unknown,5,False,74,https://images.arla.com/recordid/E3085803-8F85-4209-83A39D5859CDAB37/white-russian.jpg
Koldskål og ristede havregryn med nødder,https://www.arla.dk/opskrifter/koldskal-og-ristede-havregryn-med-nodder/,Dessert,30,False,76,https://images.arla.com/recordid/2ac58243f3d94b64b862aba600d7842d/koldskal-og-ristede-havregryn-med-nodder.jpg
Mørbradgryde,https://www.arla.dk/opskrifter/morbradgryde/,Hovedret,30,True,84,https://images.arla.com/recordid/f92e6131a26f4f3fb5f2ab2500803e4a/morbradgryde.jpg
Græsk kylling,https://www.arla.dk/opskrifter/grask-kylling/,Hovedret,20,False,74,https://cdn-rdb.arla.com/Files/arla-dk/112017006/274c3534-cc4b-4583-9327-60320b62b489.jpg
Tarteletter med høns i asparges,https://www.arla.dk/opskrifter/tarteletter-med-hons-i-asparges/,Forret,60,False,74,https://images.arla.com/recordid/a6e62c44942444989b17aa2d009a0e5f/tarteletter-med-hons-i-asparges.jpg
Quesadillas i airfryer,https://www.arla.dk/opskrifter/quesadillas-i-airfryer/,Hovedret,20,False,98,https://images.arla.com/recordid/3EBEC459-F1F4-4F4F-8422BE7D2D0347D7/quesadillas-i-airfryer.jpg
Cæsarsalat,https://www.arla.dk/opskrifter/casar-salat/,Forret,30,False,68,https://images.arla.com/recordid/78028b21791743dc9e2baa39009abc52/casar-salat.jpg
Marengs kyskager,https://www.arla.dk/opskrifter/kyskager/,Unknown,60,False,82,https://cdn-rdb.arla.com/Files/arla-dk/4241483021/8a56c630-d204-424b-ae04-7c042096d5e4.jpg
Vandbakkelser,https://www.arla.dk/opskrifter/vandbakkelser/,Unknown,60,True,70,https://images.arla.com/recordid/1ab17a182b41474ab614ab6b00a3e42c/vandbakkelser.jpg
Bechamelsauce,https://www.arla.dk/opskrifter/bechamelsauce/,Tilbehoer,15,False,82,https://images.arla.com/recordid/40CE26F1-A392-4246-BF61CADDF53566CC/bechamelsauce.jpg
Brunsviger,https://www.arla.dk/opskrifter/brunsviger/,Unknown,60,False,74,https://images.arla.com/recordid/9673097f5b244b5097ffac2b00798e68/brunsviger.jpg
Kardemommesnurrer,https://www.arla.dk/opskrifter/kardemommesnurrer/,Unknown,60,True,90,https://images.arla.com/recordid/10574F61-1BE8-44DD-B2BB8F1C4A682DB8/kardemommesnurrer.jpg
Risengrød med kanelsukker og smørklat,https://www.arla.dk/opskrifter/risengrod-med-kanelsukker-og-smorklat/,Hovedret,45,True,80,https://cdn-rdb.arla.com/Files/arla-dk/2114490758/b32b3267-ef58-44a1-8f27-802dac37667d.jpg
Knuste kartofler,https://www.arla.dk/opskrifter/knuste-kartofler/,Tilbehoer,60,False,84,https://images.arla.com/recordid/DDDD5CB7-5968-466D-82C1C4F0D0A90E9C/knuste-kartofler.jpg
Chokolademousse,https://www.arla.dk/opskrifter/chokolademousse/,Dessert,60,False,72,https://images.arla.com/recordid/C69AF95C-1328-40A9-A80CF4109F3CA36D/chokolademousse.jpg
Cookie dough,https://www.arla.dk/opskrifter/cookie-dough/,Unknown,20,True,80,https://images.arla.com/recordid/053DAE3A-DBFC-42B3-B5F5AEEA199CCB42/cookie-dough.jpg
Klassisk rejecocktail,https://www.arla.dk/opskrifter/rejecocktail-klassisk/,Forret,45,False,78,https://images.arla.com/recordid/581FB037-C1F3-4FB5-BC92FBDF8C39A57F/rejecocktail-klassisk.jpg
Svinemørbrad i ovn,https://www.arla.dk/opskrifter/svinemorbrad-i-ovn/,Hovedret,60,False,76,https://cdn-rdb.arla.com/Files/arla-dk/3240161646/14f06bb1-3ea9-4f62-a2ab-b9550713898c.jpg
Culottesteg,https://www.arla.dk/opskrifter/culottesteg/,Hovedret,60,False,66,https://images.arla.com/recordid/7C16269E-7C8C-4489-9673FDB7B73A86DB/culottesteg.jpg
Kartoffelmos,https://www.arla.dk/opskrifter/kartoffelmos/,Tilbehoer,45,False,74,https://images.arla.com/recordid/8fa67af0bdef4dc89cc4aa39009ac6e8/kartoffelmos.jpg
Kartoffelsuppe med porrer,https://www.arla.dk/opskrifter/kartoffelsuppe-med-porrer/,Hovedret,30,True,80,https://images.arla.com/recordid/43B17AE7-DE02-4F44-B268C4E2F7F47A72/kartoffelsuppe-med-porrer.jpg
Panna cotta,https://www.arla.dk/opskrifter/panna-cotta/,Dessert,60,False,70,https://images.arla.com/recordid/51B3F7C2-4F9F-4D78-B992D2ECFADD0BE9/panna-cotta.jpg
Gammeldags rabarberkage,https://www.arla.dk/opskrifter/gammeldags-rabarberkage/,Dessert,60,False,88,https://images.arla.com/recordid/528F5346-F966-4C4F-8F8058B862E387C0/gammeldags-rabarberkage.jpg
Gulerodsboller,https://www.arla.dk/opskrifter/gulerodsboller/,Unknown,60,True,76,https://images.arla.com/recordid/7ED1EB03-D1A8-492B-B7F83467D648EFD2/gulerodsboller.jpg
Omelet,https://www.arla.dk/opskrifter/omelet/,Morgenmad,30,False,78,https://images.arla.com/recordid/ABD62223-3DD5-47B3-A3585BABEE3DDAF2/omelet.jpg
Æggekage i ovn,https://www.arla.dk/opskrifter/aggekage-i-ovn/,Hovedret,60,False,74,https://cdn-rdb.arla.com/Files/arla-dk/1444079176/39395c36-5ec8-43e5-86f3-e187483cd816.jpg
Fiskefrikadeller,https://www.arla.dk/opskrifter/fiskefrikadeller/,Unknown,30,True,96,https://images.arla.com/recordid/1DA143B9-DB7C-4AB1-95AEA506B0A94837/fiskefrikadeller.jpg
Makronmuffins,https://www.arla.dk/opskrifter/makronmuffins/,Unknown,45,True,84,https://images.arla.com/recordid/2BA884EE-4AA4-4466-B52E900C7EC522EF/makronmuffins.jpg
Stracciatella ost,https://www.arla.dk/opskrifter/stracciatella-ost/,Ost,10,False,80,https://images.arla.com/recordid/48123C6C-C932-420B-AE73DFEFD26A631B/stracciatella-ost.jpg
Lakseroulade,https://www.arla.dk/opskrifter/lakseroulade/,Forret,60,True,76,https://cdn-rdb.arla.com/Files/arla-dk/267911643/b901023b-3f7a-480f-841c-38638ffad3a4.jpg
Lagkage,https://www.arla.dk/opskrifter/lagkage/,Unknown,60,False,74,https://images.arla.com/recordid/6C314036-B6BE-4D30-9CEC2125C7099345/lagkage.jpg
Blåbærkoldskål med kefir og salte mandelkammerjunkere,https://www.arla.dk/opskrifter/blabarkoldskal-med-kefir-og-salte-mandelkammerjunkere/,Mellemmaaltid,30,False,100,https://images.arla.com/recordid/C7C47B61-FEA6-4FD2-B83C2611D769785C/blabarkoldskal-med-kefir-og-salte-mandelkammerjunkere.jpg
Tomatsuppe,https://www.arla.dk/opskrifter/tomatsuppe/,Hovedret,45,True,78,https://cdn-rdb.arla.com/Files/arla-dk/4247719622/bd03bdc2-4525-4b40-a1ce-af1063af44ae.jpg
Tiramisu,https://www.arla.dk/opskrifter/tiramisu/,Dessert,60,False,74,https://images.arla.com/recordid/508ba209096f4e08b693abea00f6d557/tiramisu.jpg
Gyros,https://www.arla.dk/opskrifter/gyros/,Hovedret,60,False,82,https://images.arla.com/recordid/53B485CE-6224-4553-B0E0B8A5B7A276BB/gyros.jpg
Helstegt kylling i ovn,https://www.arla.dk/opskrifter/kylling-i-ovn/,Hovedret,60,False,78,https://cdn-rdb.arla.com/Files/arla-dk/2670716724/8ce36f65-2a7b-4b6c-8041-7e39091a9fe7.jpg
Sandkage,https://www.arla.dk/opskrifter/sandkage/,Unknown,60,True,80,https://images.arla.com/recordid/81C400D7-5C8A-4ADE-94DE4C7C9B3F6ACE/sandkage.jpg
